ZL_ohm;V0;I0;VL;IL
570.469256193652;(132988.97928940554-7044.263503111662j);(249.14581252385068+12.337068355325524j);(129286.06364998916-30867.153650366283j);(224.79525775737025-68.91857703230325j)
563.6451108555398;(129742.4194415295-6425.801946498255j);(243.14457470018974+24.40678953871959j);(132657.76979793407-34862.38542010231j);(228.71331661812624-61.620933774550984j)
567.8585370997544;(128978.04508784643-5597.063955573136j);(230.50235821939253+26.40172973711629j);(127259.57560354682-30590.226211777273j);(221.44878485352356-60.79861857212003j)
201.26687384533426;(122235.97200860425-11990.571809779683j);(471.8958730629571-203.3266658683689j);(87611.33156395669-59341.80431038848j);(454.2214060327919-306.1595014355032j)
376.1317003229145;(129540.31899990528-11468.23132650001j);(324.4075580354775-30.566183392220225j);(119668.57761365236-43072.097917751j);(301.9845596047386-116.73551113191758j)
302.75161293774227;(124263.03224924963-12574.638921740825j);(387.08184830224945-68.28535230501762j);(109375.70791411232-50964.309230493185j);(363.5682788677096-158.91974555794243j)
633.546310850087;(130688.5406612691-10427.049537913406j);(212.02030991265383+46.43897955168879j);(130864.60739234845-34666.97633377851j);(203.2361093182959-41.2079860024806j)
680.5593287957942;(135414.31562913273-10050.504976395912j);(195.56174905589074+54.92543258765507j);(125041.17479262633-28327.783715975314j);(187.41842322210488-35.77116881399449j)
330.607815018904;(129509.04503246852-16792.297835500667j);(371.80750537294585-63.62105688002728j);(116209.47940161637-48876.49852412524j);(328.81118251803844-128.34289522488388j)
570.6740205433523;(130575.71305672084-10738.676789857553j);(240.8209986885971+27.986496714978006j);(129810.21104590048-30256.186235381465j);(223.21724606551794-46.74404387583955j)
263.73679797121645;(129711.48454624084-21556.33768407141j);(426.06600470939577-133.447984894234j);(99282.60731922228-54216.87900145243j);(401.81807322652514-210.36808863131444j)
346.8369395929766;(122154.24464895591-9697.887685703416j);(350.0269941447439-47.68007577087088j);(114791.06580792775-49390.94999593809j);(324.0337827371014-130.75254066621335j)
269.03306285304916;(124045.89037891124-13712.079058915471j);(416.54785884452497-143.07833456481828j);(103886.76993904555-49150.40055763868j);(382.8758990202219-219.7978093429217j)
351.60683696156065;(129375.65326828828-4949.913141785599j);(355.3704329874656-45.201864525081895j);(117842.55870804777-47376.47257649788j);(341.5075740099816-121.59383816842049j)
574.5998319890884;(131051.6002530487-5533.898397461398j);(235.4133942501938+23.266936892188507j);(130231.91729664333-30830.578582602648j);(231.54123249470985-61.153323004628625j)
708.8863388055939;(127073.46296506235-3978.3445378055076j);(192.21243029538735+63.87664571675109j);(130986.64805656522-28283.098171868787j);(188.04595831939434-43.21491453928381j)
305.437772516786;(126271.79519686813-17786.059698946672j);(355.84195789607895-97.554583685862j);(112071.80320890357-55855.9752185127j);(355.6192935660492-158.60714322762087j)
498.98504992190993;(132812.09799436986-10819.930220496122j);(262.75355635909307+23.584671755551042j);(120760.80965574826-38239.02070742309j);(244.1616993828929-66.30074671589585j)
589.7929277087565;(133778.76382971805-6271.340912189002j);(228.93801308555948+34.04495179931732j);(126036.74533858808-29800.982319088842j);(217.31858279956583-47.07165769045377j)
733.1658070367724;(136690.73979510434-8755.760746098687j);(197.16262564181565+51.30247773152012j);(130215.60118447703-26501.16278738738j);(180.69293601662682-42.32605784397093j)
537.734475245689;(129262.02173275834-12010.716486940377j);(266.6968190753912+26.288891237138845j);(131480.88116883216-31607.48579729839j);(226.54563110452676-75.82245852039703j)
335.41095068560696;(126466.03069878038-15122.013078921102j);(369.26044058278586-35.824045976657864j);(113714.83408380678-48854.37581795791j);(354.1043326666477-132.18858434219285j)
546.5225494409437;(132540.52492293957-9344.4049625279j);(252.51582934675903+25.580288823982773j);(130722.4179087688-34245.5205596735j);(213.08428368953895-54.073706936463886j)
372.6799621564692;(125907.49111988206-14660.643789041702j);(345.06326297864587-33.7593876896089j);(123479.27492955867-44444.713874495945j);(309.3557636882695-112.84776833044715j)
746.3931826942734;(132700.75946409148-4912.840935943435j);(181.7252141666743+60.570364110587036j);(131646.97445040816-29604.44799477407j);(179.72498214875284-32.48206103149332j)
417.81539704327304;(130736.34923928502-6998.981356365265j);(303.3853334190704-10.65073680325007j);(124184.78763982814-42761.26403964517j);(281.7250182710115-92.4561521393358j)
580.6938008337781;(133715.02698934075-7287.862876072629j);(239.78143926640627+28.329791006441045j);(126327.64876086221-26909.528798239895j);(221.97476801318186-61.51248840903425j)
203.23972193765235;(125595.50169177748-16793.33879114826j);(470.38350890196904-228.37531562187445j);(92898.35606588039-56820.78021069867j);(432.94563634897736-309.07214984985967j)
418.03502429681055;(132563.11956205638-13445.38514974935j);(313.20535807733586-13.451307527026964j);(118214.98471804209-41778.17183630987j);(284.18702177576336-92.73879376109531j)
688.8113395938317;(131174.0048600245-9498.178328297412j);(198.87848178731866+55.36357243473084j);(130818.40512201718-28986.876816715183j);(199.67210995785942-36.36634784525985j)
537.8296433269502;(129183.9181832111-16157.453865036212j);(253.42226238956974+25.29437957660821j);(129931.98486031419-33373.239613340746j);(237.85710622323947-68.94455241585815j)
443.0474452457065;(129627.02648304304-11702.195105978033j);(287.4793767413039-16.128144933200854j);(119370.40361310254-33915.2837389349j);(272.79688896765794-89.94486466301557j)
723.4843746783638;(130379.86568527343-4093.9665333824078j);(197.21542663854254+36.80648564399479j);(130754.65921187332-30335.843805729313j);(181.67014697989487-35.80183270035352j)
676.7710944039206;(131425.64190348604-14352.503958191091j);(212.4435028522468+47.971649997905494j);(131709.45888869793-33296.5544075699j);(200.97070815787575-38.093840532133406j)
373.66293407907483;(126526.1027192582-12903.589332623977j);(324.37288318341604-43.18300139628615j);(112648.13124850694-43439.846371168234j);(299.2935371899137-132.53978500724907j)
500.39258916356357;(135683.79646989543-4592.824896160311j);(269.63718968134583+16.687111444537095j);(122453.96130864175-36676.66959672955j);(244.97898651198034-68.38108681346142j)
469.19982597270376;(131729.65532395322-7131.5543370098385j);(272.9737076911236-0.3231242190156687j);(128376.20139844842-34346.40733617148j);(266.0714383007799-86.36047092199416j)
550.3554250654715;(130169.04293369691-4843.029908434541j);(244.71544547937413+18.5358377254735j);(120471.86456359715-32695.514620520855j);(234.54314154560765-62.59437300229404j)
380.4434221664907;(130722.04942261946-18940.911881079457j);(343.9037329394519-24.7627733305265j);(118201.57473102922-43334.648271691294j);(321.71499365199105-118.69735040082917j)
329.1968504365563;(123515.99756469649-13385.493985589756j);(379.43312646153896-61.972927043994616j);(112123.50425759614-51559.44041249549j);(350.3896269712631-145.71803752159883j)
710.2229460956555;(128229.81311081261-12784.144808136283j);(197.1954884612677+46.961080548763896j);(135366.70045443779-27868.24816593364j);(177.7364353862701-32.58494138140293j)
716.6084647141486;(133835.58040957883-7639.518819138209j);(199.59304239337038+49.235090607654016j);(127039.78843343518-26165.725186503263j);(177.3660128564968-35.825087725281556j)
670.694044884328;(134433.32170766106-8915.230663317208j);(203.72459578773734+50.81662077508544j);(129641.45423815059-28057.178612157746j);(200.16599473713188-54.46228146531818j)
747.5765255358;(131289.07531019885-8309.687642690773j);(180.98052463367247+54.03663769595751j);(130346.20095282444-26122.430549578334j);(177.8777630643935-37.185613859740016j)
614.6451696944225;(132145.73626925767-12395.971081112964j);(233.09096282456642+47.77426310296828j);(127076.42706277427-28855.51826980176j);(215.52047828787343-41.61253622672045j)
625.8603202803398;(128912.78726538928-7075.380659797742j);(217.1387976532336+35.23710367888526j);(125803.06776432447-26793.886204942566j);(212.14254101293233-60.000604839891906j)
624.6763524187052;(130729.35001077311-3594.8757030880342j);(218.68011936150722+50.582277161843905j);(129938.23000576218-32385.963206918925j);(215.9023625222544-46.624707472814336j)
463.94634963711474;(128204.31009931573-14496.557639611941j);(302.22585310914525-14.181718112110266j);(128201.69383245459-44128.96024487296j);(262.98442873495674-86.7323397403153j)
450.17775087313487;(135492.50460752335-13213.204773635793j);(289.7359125626483-2.823633859338408j);(123780.32728692114-41026.81464110048j);(279.5517495538166-89.33511513459803j)
326.9289774049318;(129360.58041122349-17481.09649822582j);(368.78070843137556-58.461631810684345j);(115056.40834995225-49801.49013713127j);(352.1201468793041-153.85085538692834j)
557.5469407847957;(132429.28693466017-11650.017581774524j);(240.82564702555226+26.2916013600979j);(131988.92950253375-34856.50016190601j);(235.24171640529119-64.04730891383485j)
354.9124775783307;(129137.49274342495-16338.339381694528j);(364.7601397448504-48.42550397999571j);(116082.71807026866-54511.62578906302j);(322.7252689774061-143.28215185652044j)
336.950793530342;(128661.8229667442-15416.477562078873j);(349.9189031541742-78.3896307721442j);(111150.61047433938-53126.25362730434j);(329.370573482515-156.07055095864808j)
523.9979832347512;(133548.89115176527-6975.011826256967j);(274.9720899473788+16.818629284263586j);(125929.7835495093-34742.754058917264j);(236.5228173243631-71.50751380284196j)
423.6899612882746;(126499.1472985942-6603.959172774884j);(300.20050549231286-11.567808075099123j);(117902.26464031896-40892.44339470689j);(295.0953182557098-98.35982411449213j)
314.74826701294035;(126317.65425831344-12196.730667253349j);(365.58426125137936-62.19021885945669j);(113252.69977852341-50775.15554423778j);(335.78549280990615-161.32693081647588j)
655.1519295491137;(137999.15092498504-9841.54509880759j);(206.9448913802924+45.81234600736511j);(134390.6806030555-25240.195644010848j);(194.4208246222696-40.72095815882785j)
680.5248539977943;(134746.47417861962-14734.6665730639j);(208.94240839629362+35.13271199180103j);(128938.95317958976-24359.073838667628j);(198.46801668929012-42.302370924617684j)
285.58872621633515;(124951.24451571825-13367.638767691793j);(414.9143418926695-97.48966669161008j);(105470.24210557358-53338.3496095334j);(374.15410162237833-177.70313929002597j)
194.27900869599992;(117200.73493302842-18179.204390785228j);(470.51097117061204-227.6139660841453j);(87095.85279769303-60599.32403092063j);(454.7954112344224-304.2989844227771j)
381.59408206174305;(129160.57280965631-13041.491379941346j);(331.30471567775976-16.006888450081213j);(115849.14852953782-42327.15085332925j);(314.5980588137774-126.957347952353j)
644.581176338029;(128509.69685635118-13831.64449369597j);(220.07298784045938+38.12587921002793j);(130009.03591046744-27724.539135765724j);(214.21156649155725-41.41756354742366j)
668.3291037535649;(133507.4956158959-10669.10997149871j);(202.89608540940972+47.60374832650171j);(133606.09582581976-27131.914065132558j);(196.62812777540395-42.23480400594037j)
268.84756996614806;(122618.85451981642-15455.502099956964j);(396.99713589652663-111.38979196971003j);(104950.48182536969-52611.11056625894j);(388.11472707257616-194.5738411297766j)
631.3714636743391;(132588.37818065519-13947.733521086659j);(227.34463214223726+51.576755465445274j);(128246.54772155051-29324.919119388916j);(211.03399708182937-39.10698853354582j)
255.9513753663748;(124429.98261099274-15936.623442858267j);(452.15205505257296-113.67117217926418j);(102602.81456974958-60055.70215238998j);(409.9732963942131-196.31177406071092j)
412.33567638922165;(127451.91473168302-5265.914816583369j);(318.86535401212194-30.573582258129505j);(114845.89143761541-44339.30582434176j);(295.86030817664346-107.95695461658701j)
759.207423556792;(134016.25647850632-10351.376117438997j);(192.64372864245075+59.252257137471105j);(139563.00302874803-23946.249356618453j);(185.6118741955127-21.27805102543789j)
299.7767692416186;(123326.62348480287-16966.990994130087j);(387.4143979569527-98.751942134057j);(104187.12579665224-48787.223007344066j);(362.36520427012556-162.53281627644375j)
277.7592420692471;(125820.95235350479-19303.596604102004j);(393.9818510978375-110.30575596006598j);(104513.6355784816-55029.57289991328j);(364.76722578630296-177.25006234949353j)
430.9961895516723;(131834.0270985673-9458.477138497961j);(302.2549902502762-16.12458572971945j);(117773.9865413034-39456.539653793174j);(285.4319252144743-82.0504660895196j)
543.211059802821;(132159.05273207452-8861.621465949256j);(266.4935003289747+23.269582845282926j);(125987.83304988894-31852.282910947983j);(236.9489542229395-56.70670298334251j)
721.7534459755543;(135912.31264585012-4800.682786786423j);(200.45213465469348+41.67961159324307j);(126330.02120404335-29067.789875117982j);(182.9237767192681-36.85041103981009j)
749.0680529538295;(134651.28101885927-6114.187642054024j);(190.61638811579522+56.390223656546915j);(136060.2226615854-31495.186941436965j);(178.60029140480464-34.47644922620074j)
229.69516285709494;(122747.61695202705-17292.311017753695j);(441.28549785908-179.47917817298338j);(96388.30556019681-55960.92813601097j);(426.8813084567651-254.61265182529172j)
268.65858488830605;(126009.8291865417-11063.501347869023j);(425.3861971675526-111.3023458931739j);(103652.42799551229-51342.30768629932j);(377.0164689690397-205.60325540976916j)
640.7206451207164;(127465.57699058902-10768.934221237596j);(218.7417457988918+38.68752753302033j);(124784.44447274205-27959.863928642484j);(199.1905689142177-38.79781372263446j)
344.2603267943905;(126929.21222070655-10301.044506897604j);(331.7454168263778-53.72987417515436j);(115553.01424840775-46956.6283704433j);(315.8096612555568-135.44222145017625j)
694.3639639186256;(133475.45021239642-9821.498200553191j);(203.3000343492704+43.78340929534853j);(133342.7232410835-31239.478454822885j);(190.09818146118278-25.10237024033794j)
568.1683566205795;(130849.98366896345-10691.425878379157j);(238.90360462336113+22.212962085848332j);(128670.64390394269-34758.77037332168j);(242.2901318443943-51.319842053058814j)
253.75153735698598;(122619.32810017186-20448.397422316975j);(435.0927161825965-137.59414591429228j);(101748.94218869481-56785.803769700666j);(399.2078020611098-218.6132708655198j)
664.5416924066841;(134576.94273310652-7771.460981936743j);(211.16558141452393+52.60117382664821j);(127271.0891974911-29706.72644612878j);(199.90459610880885-54.8357091691167j)
290.5231366046032;(128078.66435417907-16901.089030882446j);(384.7139937404074-95.33185561070546j);(106046.90356656791-55262.82378634224j);(356.71011941858666-180.53565488398615j)
431.3923749674027;(135962.3925886204-17476.646399726953j);(289.5217265010979-15.19984131308301j);(116825.10552218385-35528.824180206146j);(284.5925435415957-89.17189162727763j)
504.7454092788181;(129954.52252824952-9054.045237307922j);(246.74071314036013+16.745530399526228j);(121483.80232555133-32181.1412211816j);(234.57247543933786-60.93641213601229j)
475.43670497575863;(129935.69771905932-13219.152935585698j);(275.3578182827474+3.981861674467043j);(121975.31052112515-32878.75775173515j);(254.30861235339967-93.36619053403382j)
581.1128619006357;(127535.64395369451-10394.346013912813j);(222.05822613341755+40.71731443460378j);(130796.0346174659-29030.126658844983j);(218.0685860746383-52.67307692716969j)
562.0314388754755;(133376.10470164882-7951.929256861343j);(241.03880963211375+22.68490177892961j);(128640.95663075133-32722.690876515146j);(225.46677374357265-62.506366912001766j)
755.4639431509913;(132135.64219459335-9878.060737541386j);(184.80835467298525+52.020479639323j);(131955.97484871195-24851.047552982644j);(178.66575668522597-35.26910705195391j)
759.670488257787;(138426.04332250595-8984.54908314546j);(191.34176962756158+53.69108581282028j);(134361.991669899-28459.886469410903j);(171.33785652253172-34.11381276587193j)
484.3818595023153;(134527.49161491718-3593.8402804950856j);(277.77681218586116+12.467292683184231j);(123291.72505598098-35489.817141796884j);(250.40194747168437-75.0099096789243j)
244.26347956769246;(129241.52665155544-16928.57788404322j);(408.96798647273795-152.67853614723762j);(96521.9121151961-55825.58317432021j);(416.3720707017237-235.41754320701577j)
604.8706804121695;(130650.35091227101-11064.804526239259j);(217.03189199692008+30.90172529998122j);(127695.2909191304-32587.421181163725j);(213.3400183184954-47.04837726614163j)
746.6985245834559;(126061.3442584319-8693.62198904288j);(186.7927193915685+54.749312939038155j);(130709.06063454608-25479.75776546856j);(177.53676480350717-36.20502054913405j)
371.4460409485416;(128718.70978220327-12282.682030241702j);(337.95239999149277-35.5942464200988j);(117112.79805869704-46235.63920240503j);(308.4400788696947-118.9673608142514j)
452.88906492741705;(128957.05823947125-12278.475806411125j);(291.3354924446992+4.951463407106017j);(119078.8393259526-40917.7709232773j);(262.4373106606723-98.39827098710774j)
432.12284714480984;(124237.11009105814-11259.85594253409j);(293.0275968894057-0.37765883453431925j);(123965.96235357219-36136.65898134275j);(282.6074650266421-98.575182337211j)
219.30891809744975;(121643.75861383302-16881.304019046725j);(477.08986248853665-191.20023323328488j);(91790.37589909493-58726.54140649832j);(430.0654640548551-245.38813594480806j)
573.1907257973635;(132505.62742624732-6814.624647077473j);(239.1873915951973+32.86960916254327j);(119185.56342884817-30340.314943175636j);(230.44030147060104-61.2850663145367j)
391.4024861890266;(125771.88960585425-6264.082549121825j);(307.0045044330466-5.496516742735494j);(118290.91795422882-37963.47494300187j);(286.42736309438556-100.9021305003634j)
638.8544085399562;(132585.61935848047-10742.661434698608j);(225.7478563032864+48.121587089868925j);(129588.80553680085-29814.39322961762j);(201.63983845157355-43.97528413023068j)
664.3084429107321;(132365.0745348382-8501.42800950899j);(214.4547370712663+43.701003905780496j);(127428.82078643201-27329.690176516884j);(197.56505617165723-49.853976212161534j)
658.1015483607719;(133652.2444533051-5609.288760339234j);(218.75968698819324+45.249001954728115j);(131314.83450253785-28624.365712396797j);(186.00692796451258-43.80936049604454j)
427.4996188827317;(126845.40377097244-13423.973300753421j);(301.3759773831928-8.327703907893245j);(119075.89721834377-42989.258333915765j);(292.9522232251075-88.93860563843293j)
373.28103887731277;(128511.27416933764-15525.078476411742j);(334.31509729888904-38.57757634692522j);(113742.96862571247-42371.46122748037j);(312.5292143114671-132.48335526463342j)
616.8278444102212;(135590.34935841712-10789.047757615135j);(224.7588957643167+37.397297733386296j);(125634.4143669188-32509.40557876759j);(204.57273390774094-57.51643188444329j)
646.7919772903522;(138111.60446777288-11115.180905510877j);(224.44725155689522+39.953101807017035j);(131317.92199384523-26132.881205228987j);(200.49897695845345-37.421104088387544j)
470.0167444430787;(130786.47785469519-7641.847223928355j);(273.78583658831536+5.113709645084749j);(122113.85393557951-40773.19580250501j);(259.4276228616242-82.89373118078967j)
699.0276811356928;(128834.88726091673-12793.16120646171j);(202.31560750190613+51.0400169378734j);(129125.62487820399-27648.198633256827j);(185.56836759922874-47.28226089511297j)
272.0279567647782;(123211.94167398248-15520.998906012439j);(409.0130429302472-129.2777074935464j);(108740.2971499529-51497.48359275106j);(393.8595167624189-175.68525098702042j)
691.0692044056073;(125622.62241245605-11735.230853079967j);(198.70254782275427+43.09868655680352j);(134108.8300082374-22761.62208313171j);(193.77723614914473-40.38755542529881j)
244.77428279397233;(124933.21490716751-15189.928846646875j);(434.9425333946486-149.39440884710456j);(101492.36250167723-51910.96261961683j);(387.77060959256414-225.417337580137j)
277.50954757112993;(119783.40364498492-11861.725701563688j);(418.3461514771281-105.62224652525524j);(102130.51222632387-51336.38477860787j);(365.01568460838183-199.91164391977716j)
494.2888075661574;(128196.11573567193-10339.919496997856j);(274.6951679605568+14.620558477994782j);(127349.87135856226-37634.75466774725j);(241.68687526812556-67.16600508343784j)
228.48553370682657;(118518.87455430221-16040.876348217022j);(457.5083794511646-174.71240406550203j);(97829.80731599976-57515.619866521396j);(424.8485714486378-237.4727944315733j)
220.10004779806292;(121961.22650396424-18964.270658228925j);(487.62047636397665-178.97777865840675j);(95057.96075280651-62447.90304765031j);(434.0313174139783-246.21464119683077j)
190.29568417445213;(121042.84222202806-17789.819132090302j);(488.84879807705255-252.9994793344254j);(87509.2832673851-61721.07114623877j);(435.57173356536026-316.9527601014029j)
438.70049602573;(126860.25912265736-10008.294021821544j);(294.6820035120955-3.291312271562399j);(125438.52960384046-38887.05935978201j);(286.2207393781437-83.43210274140367j)
631.5356123365709;(131083.43507097696-11752.591342148344j);(222.02265697438963+40.578351767700795j);(129391.01964932584-31026.808037985378j);(216.44964992108606-51.198563578254095j)
209.85785965955193;(121631.14062645778-16384.041343603225j);(467.64410607930506-212.87588200751765j);(90352.03920915685-57733.656958039384j);(445.2774738306799-287.1854186629768j)
561.7868356855377;(129465.0307328462-10119.673261229893j);(243.4134231991799+15.983181773147592j);(121894.51531223948-36830.163379642196j);(222.67081879580041-52.60077996201676j)
659.1825709272264;(128021.94484141484-10515.274289630626j);(205.3719305120103+47.47480409002316j);(133250.7809089346-30511.819864896486j);(206.61176674510452-43.31330912738424j)
285.76048368938655;(125619.53283398303-9235.955597146976j);(402.4388901174199-76.74275473619463j);(109655.46485600415-55537.87911279658j);(380.35469139090316-189.2397577011069j)
273.7123288482004;(122591.18162117548-13944.77901127345j);(426.22085853757216-120.03758977685374j);(99184.004329042-51972.230604463606j);(372.5970421280872-164.41835282031187j)
680.6565549637055;(131107.08417541636-15971.214886371721j);(198.29688689500966+46.64552555755022j);(128114.71159822568-29247.047578362515j);(197.25861229673282-44.367287104601296j)
659.1810276715539;(134013.46727149925-10062.031612906403j);(209.538663768755+50.97385871432199j);(130119.42046924266-25108.345999241683j);(201.57532364419518-53.01312261930083j)
497.19680677058653;(135013.56152485774-9862.799504599205j);(257.4481386155634-10.387589377893853j);(123177.2410525293-39651.06098615413j);(256.8908700384002-78.45802339954271j)
656.9439311975688;(133809.24343624728-7875.672726369693j);(217.4237604715374+42.372312793205545j);(128968.04254439351-29962.237909008298j);(196.67133445698698-54.168191622796584j)
242.870964131962;(119943.32908144327-18924.18041857108j);(455.4315461370148-146.68401604554128j);(98462.91020328255-53929.91861059457j);(416.35161742207436-233.04199749417344j)
414.85446522509005;(134368.93996379952-11030.571206955081j);(321.3996911967775-22.4268369123497j);(117572.76655679029-41975.46622252887j);(273.50453647305585-95.56506625572192j)
610.5446069806326;(136660.03504870506-14620.405334546725j);(223.87192309504383+39.309240170951j);(126296.3963748401-33038.54842243501j);(214.5868905787231-47.308903412875424j)
336.7476168146591;(130911.60447355821-14471.144322793029j);(349.0802613948423-49.92871293132353j);(111232.75518246884-48019.62583925669j);(330.7164359129992-127.01771932898164j)
618.8274812271251;(133133.39150766304-11857.392613279495j);(227.35867758382267+42.59274437243094j);(128499.4664394714-28920.544745141462j);(204.18187003873126-48.65964699691329j)
477.3818045027639;(131849.14124097122-6398.843645293845j);(276.3284768069336+10.249823813828073j);(124149.07620176979-38782.96963914064j);(268.92729205469965-81.05682020155237j)
617.6516131304929;(129113.27428959713-6363.723783266605j);(223.79328434345518+38.09862039126334j);(128827.12953992235-30045.962586361755j);(211.32724692740507-53.62979576635811j)
454.8673935786779;(131443.11669215676-13390.939401397061j);(290.4987404706141-4.3630793113677075j);(129421.85538242516-37408.89809839293j);(282.17076604758137-82.03074341821875j)
399.70547392643607;(128547.09912961438-10144.44296774238j);(314.99819218980497-27.250392264942786j);(121834.94641013625-40371.277984330765j);(299.7976111087115-115.73844314909284j)
314.93785339282044;(126080.6997067618-12527.026842118648j);(378.627214022508-87.07647486972321j);(112411.91501238733-46232.04802131647j);(350.56058542694905-134.40060089187793j)
308.7762246179586;(124350.67574191465-14037.381619547414j);(377.4090323393001-70.77722745638346j);(112861.06242483205-49782.919276668064j);(339.21398299024213-152.42240521177982j)
618.3497620256958;(130876.10613046853-8640.758008001067j);(234.54383804004183+36.643687069411726j);(137267.15309595436-23847.72031316404j);(214.68525697090342-50.730509467004424j)
257.7788983793575;(122835.25192503202-17286.461469472535j);(420.7806266269518-101.57342993482376j);(103432.95666938751-53914.70386048164j);(413.9791710602156-213.72719320242294j)
239.00993956323873;(122474.66144710266-17851.576059133564j);(430.7172914210772-150.73694277445404j);(102170.35190702035-55565.412130646044j);(419.31838178788144-210.92571747023848j)
290.4860780626142;(125067.13199474898-16371.693410351607j);(395.496866817278-95.67071497899344j);(107815.18522988596-57146.1039905643j);(372.728131334638-198.15219326702868j)
289.9475115287355;(125859.63968481834-11248.14787659078j);(393.534478090794-102.5817414809131j);(113706.59295990573-51098.54169397653j);(365.8654209699838-182.7262897335143j)
659.1713449999329;(130486.81880913941-12801.50459566451j);(207.72821188964923+44.156221041088465j);(135376.06802006328-26001.11413098365j);(208.26841501147166-44.556774409423696j)
417.14877538030106;(126105.68158150838-11494.873578359133j);(299.3628780405804-20.903400624808107j);(120055.18769818005-43740.64239733736j);(280.4473626096972-100.66755175351942j)
754.521420695475;(131545.61349113434-5738.362133794756j);(178.92097586454605+52.790592385875435j);(134113.66919657978-25729.569832508314j);(171.84589722329702-31.013994915660273j)
268.21041694064905;(119594.02027690383-14012.081755046853j);(413.7204653266926-126.48308658980542j);(104717.64822321157-53409.42736826101j);(369.5394381475527-219.25496464630447j)
562.5177006453766;(136363.37185472163-13099.456730646998j);(236.46676176241647+19.08244758773252j);(128591.56629578014-29587.47275646322j);(229.1947267291957-63.42812028889905j)
445.7758191047128;(128696.21264926826-11384.176676585377j);(276.4917410153364-11.275552114439188j);(120480.3126597675-39679.41083426805j);(277.97456559713845-91.21189649303686j)
413.9633607173322;(132441.33295115136-14572.651418000585j);(311.1962996518336-10.196682760478478j);(120438.58199539225-44865.09868266053j);(290.57219784431396-92.37295783183741j)
688.7979934608269;(135933.14692566663-10003.661559725339j);(216.49289865026012+54.65688707997418j);(131208.36390225537-27280.973050238325j);(195.9206834218671-40.74912507258338j)
746.0895181221878;(134223.93479314126-7457.203253120513j);(181.913517625254+59.89702837790765j);(128594.23366167497-25927.162389606445j);(175.12185669706182-44.47924292248587j)
687.5296065012819;(135911.46547063434-9218.15929816197j);(195.78340430334617+52.995670444841394j);(130925.69870246496-27812.66912953718j);(189.234174842482-42.746659026449414j)
299.6113870500258;(127099.35845501456-10669.231889914467j);(393.10146364358-85.42902155763473j);(112327.32809156024-48173.70440102423j);(352.6021779163592-165.58565149757993j)
315.8548150890924;(127117.30421021483-14555.34799332568j);(381.8377772877044-91.21211754609303j);(109359.38107708152-50060.79791595648j);(365.1080041197319-177.18463189752825j)
563.9621110841861;(129526.19566847806-11293.508512795663j);(228.11198285916922+32.02081382359721j);(125663.14702402908-30208.966364615622j);(224.39956001071747-56.31281040482377j)
354.77764153376927;(126342.24010012634-14463.889382401037j);(325.42420820514275-37.39820474875266j);(115963.7871393088-43512.19396925677j);(321.6096811081821-110.87195094249483j)
608.7933245449306;(126679.84436304633-11626.445021913985j);(227.71635760996742+15.622133193832504j);(129515.7436581518-33698.29138150801j);(218.5937354817117-48.125127835366904j)
512.8597709614975;(128866.91252395866-13329.38840830161j);(254.72763483010831+24.976659049664935j);(125210.0085528403-32710.695499611404j);(241.18492101171006-81.67186719156904j)
504.0179980395297;(135553.36968262764-8454.61565180569j);(263.2175109283645-0.8572487770383752j);(120496.23318117601-32031.449256835782j);(246.56981212308227-65.01451292442549j)
662.2717471581079;(133406.11773929244-11818.564512550316j);(213.1805954162901+36.84788465097027j);(136840.37522738473-22939.08521961809j);(202.35473358727515-49.26111551206681j)
595.0036798933263;(132751.4295095373-11046.89054901317j);(227.25703132045592+35.36940878521848j);(128691.11955088371-30679.83341530087j);(212.3418780602718-49.61265972856315j)
205.14932604845626;(121020.39787689503-15960.228348099066j);(463.173406015682-221.41564926773572j);(89340.63687812041-61518.750790106234j);(447.93033910139826-250.49609446916898j)
218.19170817322893;(123821.00156693232-15740.4630272719j);(474.97124715321326-189.31356141378058j);(99759.70899398078-53645.07387943218j);(417.3116333363442-255.2957725825178j)
532.888317899929;(127110.727606581-15771.566465957221j);(243.93367976358283+28.484652054733004j);(124493.12106472196-34746.906233869624j);(230.45772855547204-58.668080233891814j)
467.12948310469704;(129240.70911399108-6694.880149510648j);(278.0570074517451+6.487321862500158j);(126159.19849296032-38709.628301067154j);(277.602676863218-69.20656551282568j)
338.30525354550514;(129605.33469063307-14919.459686245777j);(354.3663189700644-59.54102394501448j);(113190.7339572885-48903.12741078255j);(335.52471840003216-137.95439161393088j)
428.63396976943693;(129717.61041808005-12940.80150345397j);(307.3523391466317-22.17130450428327j);(121311.71339218265-37345.16620846801j);(289.5643126180153-97.48134388052556j)
622.0088816777304;(131354.10235299377-8883.845969970258j);(230.33872781736272+44.79776606721717j);(128197.88535363146-29687.98562495833j);(208.00118017080254-51.79770554425194j)
661.1685462550201;(138362.72965443207-9383.549219734085j);(219.12388600245677+47.72072610470278j);(125762.72975583175-33119.61771794214j);(194.27835471757174-36.52298509808071j)
509.8971486973252;(136368.64152947284-12865.283028152575j);(260.3769312165621+18.2048309801158j);(124206.9920569981-40557.5210844342j);(243.4289512348599-77.47056167530842j)
